Kode Produk,Nama Produk,Kuantitas Terjual,Kuantitas Retur,Satuan,Total Nilai terjual,Total Nilai Retur,Harga Penjualan Rata-rata,date
FGB70060	,ZIZI Shampoo Anti Dandruff 500 ml,4.65,-0.65,Box,2975000.0,-455000.0,639784.9462365591,2021-04-30
FGB70058	,ZIZI Shampoo Anti Dandruff 70 ml,5.0,-0.0,Box,2208000.0,0.0,441600.0,2021-04-30
FGB80008	,ZIZI Toothpaste 120 gr,14.0,-0.0,Box,11463120.0,0.0,818794.2857142858,2021-04-30
MKG90003	,Brosur ZIZI,50.0,-0.0,pcs,0.0,0.0,0.0,2021-05-31
MKG90008	,Spanduk ZIZI 2X1 m,1.0,-0.0,pcs,0.0,0.0,0.0,2021-05-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,13.0,-0.0,Box,1699200.0,0.0,130707.6923076923,2021-05-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,16.0,-0.0,Box,2131200.0,0.0,133200.0,2021-05-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,4.0,-0.0,Box,576000.0,0.0,144000.0,2021-05-31
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,11.0,-0.0,Box,1440000.0,0.0,130909.0909090909,2021-05-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,12.0,-0.0,Box,1569600.0,0.0,130800.0,2021-05-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,16.0,-0.0,Box,2124000.0,0.0,132750.0,2021-05-31
FGB70006	,ZIZI Body Wash Mild 100 ml,3.0,-0.0,Box,1316700.0,0.0,438900.0,2021-05-31
FGB70007	,ZIZI Body Wash Mild 250 ml,3.0,-1.2,Box,1680000.0,-720000.0,560000.0,2021-05-31
FGB70036	,ZIZI Body Wash Mild Pump 1000 ml,2.0,-0.0,Box,1060080.0,0.0,530040.0,2021-05-31
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,8.0,-0.0,Box,4185000.0,0.0,523125.0,2021-05-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,93.0,-0.0,Box,36973560.0,0.0,397565.16129032255,2021-05-31
FGP70043	,ZIZI Desinfektan Multi Purpose BKC 1.25% 5000 ml (pcs),3.0,-0.0,pcs,220050.0,0.0,73350.0,2021-05-31
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,13.0,-0.0,Box,1803390.0,0.0,138722.3076923077,2021-05-31
FGB70020	,ZIZI Hand Sanitizer Gel Food Grade 100 ml,1.0,-0.0,Box,498000.0,0.0,498000.0,2021-05-31
FGB70025	,ZIZI Hand Sanitizer Gel Food Grade 60 ml,3.3,-0.0,Box,1155000.0,0.0,350000.0,2021-05-31
FGB70031	,ZIZI Hand Sanitizer Liquid Food Grade 5000 ml,1.0,-0.0,Box,473040.0,0.0,473040.0,2021-05-31
FGB70041	,ZIZI Hand Sanitizer Liquid Food Grade Spray 100 ml,1.6,-0.0,Box,665000.0,0.0,415625.0,2021-05-31
FGB70032	,ZIZI Hand Sanitizer Liquid Food Grade Spray 60 ml,2.8,-0.0,Box,980000.0,0.0,350000.0,2021-05-31
FGB70055	,ZIZI Hand Soap Strawberry 1000 ml,2.0,-0.0,Box,384480.0,0.0,192240.0,2021-05-31
FGB80007	,ZIZI Parfum Kasturi 8 ml,14.0,-0.0,Box,2286000.0,0.0,163285.7142857143,2021-05-31
FGB70060	,ZIZI Shampoo Anti Dandruff 500 ml,1.0,-0.0,Box,700000.0,0.0,700000.0,2021-05-31
FGB80008	,ZIZI Toothpaste 120 gr,5.0,-0.0,Box,3996720.0,0.0,799344.0,2021-05-31
MKG90008	,Spanduk ZIZI 2X1 m,1.0,-0.0,pcs,0.0,0.0,0.0,2021-06-30
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,1.0,-0.0,Box,144000.0,0.0,144000.0,2021-06-30
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,2.0,-0.0,Box,266400.0,0.0,133200.0,2021-06-30
FGB80004	,ZIZI Aromatherapy Kids 8 ml,2.0,-0.0,Box,266400.0,0.0,133200.0,2021-06-30
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,2.0,-0.0,Box,273600.0,0.0,136800.0,2021-06-30
FGB70070	,ZIZI Body Wash Floral 100 ml,2.0,-0.0,Box,854700.0,0.0,427350.0,2021-06-30
FGB70071	,ZIZI Body Wash Floral 500 ml,4.0,-0.0,Box,1944000.0,0.0,486000.0,2021-06-30
FGB70006	,ZIZI Body Wash Mild 100 ml,0.0,-0.0,Box,0.0,0.0,0.0,2021-06-30
FGB70007	,ZIZI Body Wash Mild 250 ml,5.0,-0.0,Box,2790000.0,0.0,558000.0,2021-06-30
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,0.0,-0.0,Box,0.0,0.0,0.0,2021-06-30
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,19.0,-0.0,Box,7602000.0,0.0,400105.2631578947,2021-06-30
FGB70044	,ZIZI Desinfektan Multi Purpose BKC 1.25% 1000 ml,8.0,-0.0,Box,1185764.914154295,0.0,148220.61426928692,2021-06-30
FGP70043	,ZIZI Desinfektan Multi Purpose BKC 1.25% 5000 ml (pcs),29.0,-0.0,pcs,1140570.0,0.0,39330.0,2021-06-30
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,14.0,-0.0,Box,1931523.9349818944,0.0,137965.9953558496,2021-06-30
FGP70024	,ZIZI Hand Sanitizer Gel Food Grade 5000 ml (pcs),30.0,-0.0,pcs,4200000.0,0.0,140000.0,2021-06-30
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,7.25,-0.0,Box,3192000.0,0.0,440275.8620689655,2021-06-30
FGP70031	,ZIZI Hand Sanitizer Liquid Food Grade 5000 ml (pcs),12.0,-0.0,pcs,1909680.0,0.0,159140.0,2021-06-30
FGB70041	,ZIZI Hand Sanitizer Liquid Food Grade Spray 100 ml,1.0,-0.0,Box,561600.0,0.0,561600.0,2021-06-30
FGB70055	,ZIZI Hand Soap Strawberry 1000 ml,1.0,-0.0,Box,192240.0,0.0,192240.0,2021-06-30
FGM80039	,ZIZI Massage Oil Citrus 100 ml (pcs),5.0,-0.0,pcs,150000.0,0.0,30000.0,2021-06-30
FGB80007	,ZIZI Parfum Kasturi 8 ml,2.0,-0.0,Box,342000.0,0.0,171000.0,2021-06-30
FGB80008	,ZIZI Toothpaste 120 gr,4.0,-0.0,Box,3182979.6964296824,0.0,795744.9241074206,2021-06-30
FGB70037	,ZIZI Antiseptik Alkohol 70% Food Grade 1000 ml,4.0,-0.0,Box,1905120.0,0.0,476280.0,2021-07-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,33.0,-0.0,Box,4559760.0,0.0,138174.54545454544,2021-07-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,17.0,-0.0,Box,2302560.0,0.0,135444.70588235295,2021-07-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,37.0,-0.0,Box,5038560.0,0.0,136177.29729729728,2021-07-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,21.0,-0.0,Box,2846160.0,0.0,135531.42857142855,2021-07-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,22.0,-0.0,Box,3022560.0,0.0,137389.0909090909,2021-07-31
FGB70006	,ZIZI Body Wash Mild 100 ml,29.0,-0.0,Box,12693450.0,0.0,437705.1724137931,2021-07-31
FGB70007	,ZIZI Body Wash Mild 250 ml,23.0,-0.0,Box,13410000.0,0.0,583043.4782608696,2021-07-31
FGB70036	,ZIZI Body Wash Mild Pump 1000 ml,13.0,-0.0,Box,6679200.0,0.0,513784.6153846154,2021-07-31
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,13.0,-0.0,Box,6588000.0,0.0,506769.2307692308,2021-07-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,259.083333,-0.0,Box,102058000.0,0.0,393919.5887988673,2021-07-31
FGB70050	,"ZIZI Desinfektan BKC 0,025% Spray 100 ml",441.52,-0.0,Box,137758399.999964,0.0,312009.421996657,2021-07-31
FGB70051	,"ZIZI Desinfektan BKC 0,025% Spray 250 ml",2.0,-0.0,Box,800000.0,0.0,400000.0,2021-07-31
FGB70046	,ZIZI Desinfektan BKC 1.25% / Fg 5% 1000 ml,17.5,-0.0,Box,11880000.000001,0.0,678857.1428572,2021-07-31
FGB70049	,ZIZI Desinfektan BKC 1.25% / Fg 5% 5000 ml,16.67,-0.0,Box,9750000.000001002,0.0,584883.0233953809,2021-07-31
FGB70043	,ZIZI Desinfektan BKC 1.25% 5000 ml,1.33,-0.0,Box,437710.0,0.0,329105.2631578948,2021-07-31
FGB70044	,ZIZI Desinfektan Multi Purpose BKC 1.25% 1000 ml,2.0,-0.0,Box,658800.0,0.0,329400.0,2021-07-31
FGB70020	,ZIZI Hand Sanitizer Gel Food Grade 100 ml,2.0,-0.0,Box,1242600.0,0.0,621300.0,2021-07-31
FGB70024	,ZIZI Hand Sanitizer Gel Food Grade 5000 ml,1.0,-0.0,Box,732600.0,0.0,732600.0,2021-07-31
FGB70025	,ZIZI Hand Sanitizer Gel Food Grade 60 ml,3.0,-0.0,Box,1350000.0,0.0,450000.0,2021-07-31
FGB70023	,ZIZI Hand Sanitizer Gel Food Grade Pump 500 ml,3.0,-0.0,Box,2192400.0,0.0,730800.0,2021-07-31
FGB70027	,ZIZI Hand Sanitizer Liquid Food Grade 100 ml,0.65,-0.0,Box,417300.0,0.0,642000.0,2021-07-31
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,3.0,-0.0,Box,1399680.0,0.0,466560.0,2021-07-31
FGB70029	,ZIZI Hand Sanitizer Liquid Food Grade 250 ml,2.0,-0.0,Box,1208400.0,0.0,604200.0,2021-07-31
FGB70031	,ZIZI Hand Sanitizer Liquid Food Grade 5000 ml,5.666667,-0.0,Box,3245800.0,0.0,572788.201600694,2021-07-31
FGB70041	,ZIZI Hand Sanitizer Liquid Food Grade Spray 100 ml,6.0,-0.0,Box,4026000.0,0.0,671000.0,2021-07-31
FGB70032	,ZIZI Hand Sanitizer Liquid Food Grade Spray 60 ml,85.0,-0.0,Box,3255000.0,0.0,38294.11764705882,2021-07-31
FGB70052	,ZIZI Hand Soap Strawberry 100 ml,2.0,-0.0,Box,615600.0,0.0,307800.0,2021-07-31
FGB70053	,ZIZI Hand Soap Strawberry 250 ml,2.0,-0.0,Box,664000.0,0.0,332000.0,2021-07-31
FGB70056	,ZIZI Hand Soap Strawberry 5000 ml,5.0,-0.0,Box,1229820.0,0.0,245964.0,2021-07-31
FGB70054	,ZIZI Hand Soap Strawberry Pump 500 ml,14.0,-0.0,Box,5804250.0,0.0,414589.2857142857,2021-07-31
FGB80007	,ZIZI Parfum Kasturi 8 ml,26.0,-0.0,Box,4455000.0,0.0,171346.15384615384,2021-07-31
FGB80008	,ZIZI Toothpaste 120 gr,33.07,-0.0,Box,27629800.0,0.0,835494.4058058662,2021-07-31
MKG90008	,Spanduk ZIZI 2X1 m,5.0,-0.0,pcs,0.0,0.0,0.0,2021-08-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,8.0,-0.0,Box,1072800.0,0.0,134100.0,2021-08-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,8.0,-0.0,Box,1080000.0,0.0,135000.0,2021-08-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,11.0,-0.0,Box,1512000.0,0.0,137454.54545454544,2021-08-31
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,8.0,-0.0,Box,1069200.0,0.0,133650.0,2021-08-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,6.0,-0.0,Box,806400.0,0.0,134400.0,2021-08-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,8.0,-0.0,Box,1051200.0,0.0,131400.0,2021-08-31
FGB70070	,ZIZI Body Wash Floral 100 ml,3.0,-0.0,Box,1247400.0,0.0,415800.0,2021-08-31
FGB70073	,ZIZI Body Wash Floral 1000 ml,5.0,-0.0,Box,2678400.0,0.0,535680.0,2021-08-31
FGB70072	,ZIZI Body Wash Floral 250 ml,2.0,-0.0,Box,1080000.0,0.0,540000.0,2021-08-31
FGB70071	,ZIZI Body Wash Floral 500 ml,14.0,-0.0,Box,7020000.0,0.0,501428.57142857136,2021-08-31
FGB70006	,ZIZI Body Wash Mild 100 ml,0.83,-0.0,Box,345114.0,0.0,415800.0,2021-08-31
FGB70007	,ZIZI Body Wash Mild 250 ml,4.0,-0.0,Box,2190000.0,0.0,547500.0,2021-08-31
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,2.0,-0.0,Box,957749.8133788584,0.0,478874.9066894292,2021-08-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,142.0,-0.0,Box,57420137.80789114,0.0,404367.1676612052,2021-08-31
FGB70044	,ZIZI Desinfektan Multi Purpose BKC 1.25% 1000 ml,0.0,-0.0,Box,0.0,0.0,0.0,2021-08-31
FGP70043	,ZIZI Desinfektan Multi Purpose BKC 1.25% 5000 ml (pcs),4.0,-0.0,pcs,170430.0,0.0,42607.5,2021-08-31
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,23.0,-0.0,Box,3205290.0,0.0,139360.43478260867,2021-08-31
FGP70024	,ZIZI Hand Sanitizer Gel Food Grade 5000 ml (pcs),10.0,-0.0,pcs,1400000.0,0.0,140000.0,2021-08-31
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,3.0,-0.0,Box,1320000.0,0.0,440000.0,2021-08-31
FGP70031	,ZIZI Hand Sanitizer Liquid Food Grade 5000 ml (pcs),15.0,-0.0,pcs,2628000.0,0.0,175200.0,2021-08-31
FGB70032	,ZIZI Hand Sanitizer Liquid Food Grade Spray 60 ml,5.0,-0.0,Box,1822500.0,0.0,364500.0,2021-08-31
FGP70056	,ZIZI Hand Soap Strawberry 5000 ml (pcs),1.0,-0.0,pcs,56880.0,0.0,56880.0,2021-08-31
FGB70054	,ZIZI Hand Soap Strawberry Pump 500 ml,2.0,-0.0,Box,496800.0,0.0,248400.0,2021-08-31
FGM80039	,ZIZI Massage Oil Citrus 100 ml (pcs),3.0,-0.0,pcs,81000.0,0.0,27000.0,2021-08-31
FGM80040	,ZIZI Massage Oil Lemongrass 100 ml (pcs),9.0,-0.0,pcs,243000.0,0.0,27000.0,2021-08-31
FGB80007	,ZIZI Parfum Kasturi 8 ml,2.0,-0.0,Box,342000.0,0.0,171000.0,2021-08-31
FGB80008	,ZIZI Toothpaste 120 gr,6.0,-0.0,Box,4984920.0,0.0,830820.0,2021-08-31
MKG90003	,Brosur ZIZI,120.0,-0.0,pcs,0.0,0.0,0.0,2021-09-30
MKG90008	,Spanduk ZIZI 2X1 m,4.0,-0.0,pcs,0.0,0.0,0.0,2021-09-30
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,6.0,-0.0,Box,806400.0,0.0,134400.0,2021-09-30
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,3.0,-0.0,Box,403200.0,0.0,134400.0,2021-09-30
FGB80003	,ZIZI Aromatherapy Hot 8 ml,6.0,-0.0,Box,813870.0,0.0,135645.0,2021-09-30
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,3.0,-0.0,Box,403200.0,0.0,134400.0,2021-09-30
FGB80004	,ZIZI Aromatherapy Kids 8 ml,1.0,-0.0,Box,129600.0,0.0,129600.0,2021-09-30
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,2.0,-0.0,Box,273600.0,0.0,136800.0,2021-09-30
FGB70070	,ZIZI Body Wash Floral 100 ml,3.0,-0.0,Box,866250.0,0.0,288750.0,2021-09-30
FGB70072	,ZIZI Body Wash Floral 250 ml,4.0,-0.0,Box,2250000.0,0.0,562500.0,2021-09-30
FGB70071	,ZIZI Body Wash Floral 500 ml,15.0,-0.0,Box,7546500.0,0.0,503100.0,2021-09-30
FGB70006	,ZIZI Body Wash Mild 100 ml,8.0,-0.0,Box,3441900.0,0.0,430237.5,2021-09-30
FGB70007	,ZIZI Body Wash Mild 250 ml,9.0,-0.0,Box,4980000.0,0.0,553333.3333333333,2021-09-30
FGB70036	,ZIZI Body Wash Mild Pump 1000 ml,10.0,-0.0,Box,5654400.0,0.0,565440.0,2021-09-30
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,8.0,-0.0,Box,3942000.0,0.0,492750.0,2021-09-30
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,172.0,-0.0,Box,68745157.5,0.0,399681.148255814,2021-09-30
FGP70043	,ZIZI Desinfektan Multi Purpose BKC 1.25% 5000 ml (pcs),27.0,-0.0,pcs,1061910.0,0.0,39330.0,2021-09-30
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,21.0,-0.0,Box,2920380.375,0.0,139065.73214285713,2021-09-30
FGP70024	,ZIZI Hand Sanitizer Gel Food Grade 5000 ml (pcs),20.0,-0.0,pcs,2800000.0,0.0,140000.0,2021-09-30
FGB70055	,ZIZI Hand Soap Strawberry 1000 ml,2.0,-0.0,Box,405840.0,0.0,202920.0,2021-09-30
FGB70054	,ZIZI Hand Soap Strawberry Pump 500 ml,1.0,-0.0,Box,276000.0,0.0,276000.0,2021-09-30
FGM80040	,ZIZI Massage Oil Lemongrass 100 ml (pcs),9.0,-0.0,pcs,249000.0,0.0,27666.666666666664,2021-09-30
FGB80007	,ZIZI Parfum Kasturi 8 ml,3.0,-0.0,Box,504000.0,0.0,168000.0,2021-09-30
FGB70059	,ZIZI Shampoo Anti Dandruff 200 ml,1.0,-0.0,Box,612000.0,0.0,612000.0,2021-09-30
FGB70060	,ZIZI Shampoo Anti Dandruff 500 ml,1.0,-0.0,Box,700000.0,0.0,700000.0,2021-09-30
FGB80008	,ZIZI Toothpaste 120 gr,6.0,-0.0,Box,4963509.0,0.0,827251.5,2021-09-30
MKG90003	,Brosur ZIZI,250.0,-0.0,pcs,0.0,0.0,0.0,2021-10-31
MKG90008	,Spanduk ZIZI 2X1 m,3.0,-0.0,pcs,0.0,0.0,0.0,2021-10-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,12.0,-0.0,Box,1648800.0,0.0,137400.0,2021-10-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,1.0,-0.0,Box,136800.0,0.0,136800.0,2021-10-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,14.0,-0.67,Box,1922400.0,-96480.0,137314.2857142857,2021-10-31
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,7.0,-0.0,Box,957600.0,0.0,136800.0,2021-10-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,2.0,-1.0,Box,273600.0,-144000.0,136800.0,2021-10-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,5.0,-0.0,Box,684000.0,0.0,136800.0,2021-10-31
FGB70070	,ZIZI Body Wash Floral 100 ml,7.0,-0.0,Box,2577960.0,0.0,368280.0,2021-10-31
FGB70073	,ZIZI Body Wash Floral 1000 ml,0.0,-0.0,Box,0.0,0.0,0.0,2021-10-31
FGB70071	,ZIZI Body Wash Floral 500 ml,5.0,-0.0,Box,2484000.0,0.0,496800.0,2021-10-31
FGB70006	,ZIZI Body Wash Mild 100 ml,1.0,-3.0,Box,415800.0,-1386000.0,415800.0,2021-10-31
FGB70007	,ZIZI Body Wash Mild 250 ml,1.0,-2.0,Box,540000.0,-1200000.0,540000.0,2021-10-31
FGB70036	,ZIZI Body Wash Mild Pump 1000 ml,3.0,-0.0,Box,1607040.0,0.0,535680.0,2021-10-31
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,4.0,-0.0,Box,1944000.0,0.0,486000.0,2021-10-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,70.25,-0.0,Box,28270752.0,0.0,402430.63345195726,2021-10-31
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,13.0,-0.0,Box,1796850.0,0.0,138219.23076923075,2021-10-31
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,2.0,-0.0,Box,756864.0,0.0,378432.0,2021-10-31
FGM80039	,ZIZI Massage Oil Citrus 100 ml (pcs),5.0,-0.0,pcs,142500.0,0.0,28500.0,2021-10-31
FGM80040	,ZIZI Massage Oil Lemongrass 100 ml (pcs),5.0,-0.0,pcs,142500.0,0.0,28500.0,2021-10-31
FGB80008	,ZIZI Toothpaste 120 gr,7.0,-0.0,Box,5735952.0,0.0,819421.7142857142,2021-10-31
MKG90003	,Brosur ZIZI,50.0,-0.0,pcs,0.0,0.0,0.0,2021-11-30
MKG90008	,Spanduk ZIZI 2X1 m,4.0,-0.0,pcs,0.0,0.0,0.0,2021-11-30
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,3.0,-0.0,Box,428400.0,0.0,142800.0,2021-11-30
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,2.0,-0.0,Box,259200.0,0.0,129600.0,2021-11-30
FGB80003	,ZIZI Aromatherapy Hot 8 ml,6.0,-0.0,Box,824400.0,0.0,137400.0,2021-11-30
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,4.0,-0.0,Box,529200.0,0.0,132300.0,2021-11-30
FGB80004	,ZIZI Aromatherapy Kids 8 ml,3.0,-0.0,Box,388800.0,0.0,129600.0,2021-11-30
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,0.0,-0.0,Box,0.0,0.0,0.0,2021-11-30
FGB70070	,ZIZI Body Wash Floral 100 ml,4.0,-0.0,Box,1960800.0,0.0,490200.0,2021-11-30
FGB70072	,ZIZI Body Wash Floral 250 ml,2.0,-0.0,Box,1140000.0,0.0,570000.0,2021-11-30
FGB70071	,ZIZI Body Wash Floral Pump 500 ml,1.0,-0.0,Box,486000.0,0.0,486000.0,2021-11-30
FGB70006	,ZIZI Body Wash Mild 100 ml,13.0,-0.0,Box,5679900.0,0.0,436915.3846153846,2021-11-30
FGB70007	,ZIZI Body Wash Mild 250 ml,9.0,-0.0,Box,4920000.0,0.0,546666.6666666666,2021-11-30
FGB70036	,ZIZI Body Wash Mild Pump 1000 ml,2.0,-0.0,Box,1101120.0,0.0,550560.0,2021-11-30
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,15.0,-0.0,Box,7452000.0,0.0,496800.0,2021-11-30
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,204.0,-0.0,Box,81091260.0,0.0,397506.17647058814,2021-11-30
FGP70043	,ZIZI Desinfektan Multi Purpose BKC 1.25% 5000 ml (pcs),2.0,-0.0,pcs,87480.0,0.0,43740.0,2021-11-30
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,17.0,-0.0,Box,2413200.0,0.0,141952.94117647057,2021-11-30
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,2.0,-0.0,Box,864000.0,0.0,432000.0,2021-11-30
FGP70031	,ZIZI Hand Sanitizer Liquid Food Grade 5000 ml (pcs),9.0,-0.0,pcs,1419120.0,0.0,157680.0,2021-11-30
FGB70052	,ZIZI Hand Soap Strawberry 100 ml,1.0,-0.0,Box,286200.0,0.0,286200.0,2021-11-30
FGB70055	,ZIZI Hand Soap Strawberry 1000 ml,1.0,-0.0,Box,192240.0,0.0,192240.0,2021-11-30
FGB70053	,ZIZI Hand Soap Strawberry 250 ml,2.0,-0.0,Box,648000.0,0.0,324000.0,2021-11-30
FGB70054	,ZIZI Hand Soap Strawberry Pump 500 ml,1.0,-0.0,Box,248400.0,0.0,248400.0,2021-11-30
FGM80039	,ZIZI Massage Oil Citrus 100 ml (pcs),11.0,-0.0,pcs,312000.0,0.0,28363.636363636364,2021-11-30
FGM80040	,ZIZI Massage Oil Lemongrass 100 ml (pcs),5.0,-0.0,pcs,138000.0,0.0,27600.0,2021-11-30
FGB80007	,ZIZI Parfum Kasturi 8 ml,8.0,-0.0,Box,1327500.0,0.0,165937.5,2021-11-30
FGB80008	,ZIZI Toothpaste 120 gr,9.0,-0.0,Box,7400520.0,0.0,822280.0,2021-11-30
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,14.0,-0.0,Box,1954800.0,0.0,139628.57142857142,2021-12-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,4.0,-0.0,Box,597600.0,0.0,149400.0,2021-12-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,4.0,-0.0,Box,547200.0,0.0,136800.0,2021-12-31
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,4.0,-0.0,Box,630000.0,0.0,157500.0,2021-12-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,6.0,-0.0,Box,784800.0,0.0,130800.0,2021-12-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,8.0,-0.0,Box,1108800.0,0.0,138600.0,2021-12-31
FGB70006	,ZIZI Body Wash Mild 100 ml,10.0,-0.0,Box,0.0,0.0,0.0,2021-12-31
FGB70007	,ZIZI Body Wash Mild 250 ml,5.0,-0.0,Box,2962000.0,0.0,592400.0,2021-12-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,95.0,-0.0,Box,38109420.0,0.0,401151.78947368416,2021-12-31
FGP70043	,ZIZI Desinfektan Multi Purpose BKC 1.25% 5000 ml (pcs),11.0,-0.0,pcs,478720.0,0.0,43520.0,2021-12-31
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,5.0,-0.0,Box,704220.0,0.0,140844.0,2021-12-31
FGP70024	,ZIZI Hand Sanitizer Gel Food Grade 5000 ml (pcs),10.0,-0.0,pcs,1400000.0,0.0,140000.0,2021-12-31
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,2.0,-0.0,Box,864000.0,0.0,432000.0,2021-12-31
FGB70055	,ZIZI Hand Soap Strawberry 1000 ml,3.0,-0.0,Box,576720.0,0.0,192240.0,2021-12-31
FGB80008	,ZIZI Toothpaste 120 gr,7.0,-0.0,Box,5537160.0,0.0,791022.8571428572,2021-12-31
MKG90003	,Brosur ZIZI,75.0,-0.0,pcs,0.0,0.0,0.0,2022-01-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,5.0,-0.0,Box,662400.0,0.0,132480.0,2022-01-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,8.0,-0.0,Box,1051200.0,0.0,131400.0,2022-01-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,12.0,-0.0,Box,1584000.0,0.0,132000.0,2022-01-31
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,3.0,-0.0,Box,388800.0,0.0,129600.0,2022-01-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,12.0,-0.0,Box,1569600.0,0.0,130800.0,2022-01-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,7.0,-0.0,Box,964800.0,0.0,137828.57142857142,2022-01-31
FGB70070	,ZIZI Body Wash Floral 100 ml,2.0,-0.0,Box,933300.0,0.0,466650.0,2022-01-31
FGB70007	,ZIZI Body Wash Mild 250 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-01-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,116.0,-0.0,Box,47504940.0,0.0,409525.3448275863,2022-01-31
FGP70043	,ZIZI Desinfektan Multi Purpose BKC 1.25% 5000 ml (pcs),6.0,-0.0,pcs,130560.0,0.0,21760.0,2022-01-31
FGB70062	,ZIZI Dish Wash Lime Refill 400 ml,4.0,-0.0,Box,632400.0,0.0,158100.0,2022-01-31
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,11.0,-0.0,Box,1543200.0,0.0,140290.9090909091,2022-01-31
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-01-31
