Kode Produk,Nama Produk,Kuantitas Terjual,Kuantitas Retur,Satuan,Total Nilai terjual,Total Nilai Retur,Harga Penjualan Rata-rata,date
FGB70055	,ZIZI Hand Soap Strawberry 1000 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-01-31
FGB70054	,ZIZI Hand Soap Strawberry Pump 500 ml,1.0,-0.0,Box,248400.0,0.0,248400.0,2022-01-31
FGM80039	,ZIZI Massage Oil Citrus 100 ml (pcs),4.0,-0.0,pcs,108000.0,0.0,27000.0,2022-01-31
FGM80040	,ZIZI Massage Oil Lemongrass 100 ml (pcs),5.0,-0.0,pcs,135000.0,0.0,27000.0,2022-01-31
FGB80007	,ZIZI Parfum Kasturi 8 ml,4.0,-0.0,Box,610200.0,0.0,152550.0,2022-01-31
FGB80008	,ZIZI Toothpaste 120 gr,8.75,-0.0,Box,6596280.0,0.0,753860.5714285714,2022-01-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,2.0,-0.0,Box,270000.0,0.0,135000.0,2022-02-28
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,3.0,-0.0,Box,424800.0,0.0,141600.0,2022-02-28
FGB80003	,ZIZI Aromatherapy Hot 8 ml,4.0,-0.0,Box,549000.0,0.0,137250.0,2022-02-28
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,1.0,-0.0,Box,144000.0,0.0,144000.0,2022-02-28
FGB80004	,ZIZI Aromatherapy Kids 8 ml,1.0,-0.0,Box,144000.0,0.0,144000.0,2022-02-28
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,3.0,-0.0,Box,424800.0,0.0,141600.0,2022-02-28
FGB70070	,ZIZI Body Wash Floral 100 ml,2.0,-0.0,Box,898800.0,0.0,449400.0,2022-02-28
FGB70072	,ZIZI Body Wash Floral 250 ml,2.0,-0.0,Box,1230000.0,0.0,615000.0,2022-02-28
FGB70073	,ZIZI Body Wash Floral Pump 1000 ml,2.0,-0.0,Box,1112760.0,0.0,556380.0,2022-02-28
FGB70071	,ZIZI Body Wash Floral Pump 500 ml,10.0,-0.0,Box,4910000.0,0.0,491000.0,2022-02-28
FGB70006	,ZIZI Body Wash Mild 100 ml,11.0,-0.0,Box,2696400.0,0.0,245127.2727272727,2022-02-28
FGB70007	,ZIZI Body Wash Mild 250 ml,8.0,-0.0,Box,4155000.0,0.0,519375.0,2022-02-28
FGB70036	,ZIZI Body Wash Mild Pump 1000 ml,1.0,-0.0,Box,659520.0,0.0,659520.0,2022-02-28
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,19.0,-0.0,Box,9532000.000000002,0.0,501684.2105263158,2022-02-28
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,105.0,-0.0,Box,44193120.0,0.0,420886.8571428571,2022-02-28
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,6.0,-0.0,Box,861890.0,0.0,143648.3333333333,2022-02-28
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-02-28
FGB70055	,ZIZI Hand Soap Strawberry 1000 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-02-28
FGP70056	,ZIZI Hand Soap Strawberry 5000 ml (pcs),1.0,-0.0,pcs,56980.0,0.0,56980.0,2022-02-28
FGB70054	,ZIZI Hand Soap Strawberry Pump 500 ml,1.0,-0.0,Box,262200.0,0.0,262200.0,2022-02-28
FGM80039	,ZIZI Massage Oil Citrus 100 ml (pcs),52.0,-0.0,pcs,1466250.0,0.0,28197.115384615383,2022-02-28
FGM80040	,ZIZI Massage Oil Lemongrass 100 ml (pcs),52.0,-0.0,pcs,1466250.0,0.0,28197.115384615383,2022-02-28
FGB80008	,ZIZI Toothpaste 120 gr,6.083,-0.0,Box,4530919.68,0.0,744849.5281933256,2022-02-28
MKG90003	,Brosur ZIZI,300.0,-0.0,pcs,0.0,0.0,0.0,2022-03-31
MKG90008	,Spanduk ZIZI 2X1 m,4.0,-0.0,pcs,0.0,0.0,0.0,2022-03-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,10.0,-0.0,Box,1260000.0,0.0,126000.0,2022-03-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,4.0,-0.0,Box,504000.0,0.0,126000.0,2022-03-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,4.0,-0.0,Box,522000.0,0.0,130500.0,2022-03-31
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,2.0,-0.0,Box,261000.0,0.0,130500.0,2022-03-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,2.0,-0.0,Box,270000.0,0.0,135000.0,2022-03-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,2.0,-0.0,Box,252000.0,0.0,126000.0,2022-03-31
FGB70070	,ZIZI Body Wash Floral 100 ml,5.0,-0.0,Box,2415000.0,0.0,483000.0,2022-03-31
FGB70072	,ZIZI Body Wash Floral 250 ml,1.0,-0.0,Box,574000.0,0.0,574000.0,2022-03-31
FGB70073	,ZIZI Body Wash Floral Pump 1000 ml,2.0,-0.0,Box,1195380.0,0.0,597690.0,2022-03-31
FGB70006	,ZIZI Body Wash Mild 100 ml,4.0,-0.0,Box,2001000.0,0.0,500250.0,2022-03-31
FGB70007	,ZIZI Body Wash Mild 250 ml,3.0,-0.0,Box,1763000.0,0.0,587666.6666666666,2022-03-31
FGB70036	,ZIZI Body Wash Mild Pump 1000 ml,2.0,-0.0,Box,1154160.0,0.0,577080.0,2022-03-31
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,16.0,-0.0,Box,8429500.0,0.0,526843.75,2022-03-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,141.0,-0.0,Box,60035880.0,0.0,425786.3829787234,2022-03-31
FGP70043	,ZIZI Desinfektan Multi Purpose BKC 1.25% 5000 ml (pcs),3.0,-0.0,pcs,0.0,0.0,0.0,2022-03-31
FGB70062	,ZIZI Dish Wash Lime Refill 400 ml,3.0,-0.0,Box,448800.0,0.0,149600.0,2022-03-31
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,9.0,-0.0,Box,1251600.0,0.0,139066.66666666666,2022-03-31
FGB70023	,ZIZI Hand Sanitizer Gel Food Grade Pump 500 ml,1.0,-0.0,Box,383600.0,0.0,383600.0,2022-03-31
FGB70028	,ZIZI Hand Sanitizer Liquid Food Grade 1000 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-03-31
FGB70055	,ZIZI Hand Soap Strawberry 1000 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-03-31
FGB70054	,ZIZI Hand Soap Strawberry Pump 500 ml,1.0,-0.0,Box,239400.0,0.0,239400.0,2022-03-31
FGM80039	,ZIZI Massage Oil Citrus 100 ml (pcs),4.0,-0.0,pcs,105000.0,0.0,26250.0,2022-03-31
FGM80040	,ZIZI Massage Oil Lemongrass 100 ml (pcs),1.0,-0.0,pcs,26250.0,0.0,26250.0,2022-03-31
FGB80007	,ZIZI Parfum Kasturi 8 ml,3.0,-0.0,Box,630000.0,0.0,210000.0,2022-03-31
FGB70059	,ZIZI Shampoo Anti Dandruff 200 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-03-31
FGB70060	,ZIZI Shampoo Anti Dandruff 500 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-03-31
FGB70058	,ZIZI Shampoo Anti Dandruff 70 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-03-31
FGB80008	,ZIZI Toothpaste 120 gr,6.0,-0.0,Box,4309920.0,0.0,718320.0,2022-03-31
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,1.0,-0.0,Box,126000.0,0.0,126000.0,2022-04-30
FGB80004	,ZIZI Aromatherapy Kids 8 ml,1.0,-0.0,Box,126000.0,0.0,126000.0,2022-04-30
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,1.0,-0.0,Box,162000.0,0.0,162000.0,2022-04-30
FGB70070	,ZIZI Body Wash Floral 100 ml,3.0,-0.0,Box,1449000.0,0.0,483000.0,2022-04-30
FGB70072	,ZIZI Body Wash Floral 250 ml,3.0,-0.0,Box,1804000.0,0.0,601333.3333333333,2022-04-30
FGB70073	,ZIZI Body Wash Floral Pump 1000 ml,2.0,-0.0,Box,1154160.0,0.0,577080.0,2022-04-30
FGB70071	,ZIZI Body Wash Floral Pump 500 ml,7.0,-0.0,Box,3650000.0,0.0,521428.57142857136,2022-04-30
FGB70006	,ZIZI Body Wash Mild 100 ml,8.0,-0.0,Box,4036500.0,0.0,504562.5,2022-04-30
FGB70007	,ZIZI Body Wash Mild 250 ml,3.0,-0.0,Box,1763000.0,0.0,587666.6666666666,2022-04-30
FGB70036	,ZIZI Body Wash Mild Pump 1000 ml,6.0,-0.0,Box,3627360.0,0.0,604560.0,2022-04-30
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,4.0,-0.0,Box,2044000.0,0.0,511000.0,2022-04-30
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,93.0,-0.0,Box,40257360.0,0.0,432874.8387096775,2022-04-30
FGB70062	,ZIZI Dish Wash Lime Refill 400 ml,5.0,-0.0,Box,756000.0,0.0,151200.0,2022-04-30
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,15.0,-0.0,Box,2003400.0,0.0,133560.0,2022-04-30
FGP70031	,ZIZI Hand Sanitizer Liquid Food Grade 5000 ml (pcs),1.0,-0.0,pcs,150300.0,0.0,150300.0,2022-04-30
FGM80039	,ZIZI Massage Oil Citrus 100 ml (pcs),1.0,-0.0,pcs,26250.0,0.0,26250.0,2022-04-30
FGM80040	,ZIZI Massage Oil Lemongrass 100 ml (pcs),0.0,-0.0,pcs,0.0,0.0,0.0,2022-04-30
FGB70059	,ZIZI Shampoo Anti Dandruff 200 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-04-30
FGB70060	,ZIZI Shampoo Anti Dandruff 500 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-04-30
FGB70058	,ZIZI Shampoo Anti Dandruff 70 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-04-30
FGB80008	,ZIZI Toothpaste 120 gr,4.5,-0.0,Box,2872800.0,0.0,638400.0,2022-04-30
MKG90003	,Brosur ZIZI,250.0,-0.0,pcs,0.0,0.0,0.0,2022-05-31
MKG90008	,Spanduk ZIZI 2X1 m,7.0,-0.0,pcs,0.0,0.0,0.0,2022-05-31
FGB80001	,ZIZI Aromatherapy Citrus 8 ml,2.0,-0.0,Box,270000.0,0.0,135000.0,2022-05-31
FGB80002	,ZIZI Aromatherapy Coffee 8 ml,5.0,-0.0,Box,630000.0,0.0,126000.0,2022-05-31
FGB80003	,ZIZI Aromatherapy Hot 8 ml,10.0,-0.0,Box,1260000.0,0.0,126000.0,2022-05-31
FGB80038	,ZIZI Aromatherapy Kayu Putih 8 ml,1.0,-0.0,Box,144000.0,0.0,144000.0,2022-05-31
FGB80004	,ZIZI Aromatherapy Kids 8 ml,1.0,-0.0,Box,144000.0,0.0,144000.0,2022-05-31
FGB80005	,ZIZI Aromatherapy Lemongrass 8 ml,1.0,-0.0,Box,144000.0,0.0,144000.0,2022-05-31
FGB70070	,ZIZI Body Wash Floral 100 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-05-31
FGB70072	,ZIZI Body Wash Floral 250 ml,5.0,-0.0,Box,2911000.0,0.0,582200.0,2022-05-31
FGB70073	,ZIZI Body Wash Floral Pump 1000 ml,2.0,-0.0,Box,1154160.0,0.0,577080.0,2022-05-31
FGB70071	,ZIZI Body Wash Floral Pump 500 ml,21.0,-0.0,Box,10767500.0,0.0,512738.0952380952,2022-05-31
FGB70006	,ZIZI Body Wash Mild 100 ml,6.0,-0.0,Box,2932500.0,0.0,488750.0,2022-05-31
FGB70007	,ZIZI Body Wash Mild 250 ml,3.0,-0.0,Box,1886000.0,0.0,628666.6666666666,2022-05-31
FGB70036	,ZIZI Body Wash Mild Pump 1000 ml,1.0,-0.0,Box,577080.0,0.0,577080.0,2022-05-31
FGB70035	,ZIZI Body Wash Mild Pump 500 ml,19.0,-0.0,Box,9855000.000000002,0.0,518684.2105263158,2022-05-31
FGB70008	,ZIZI Body Wash Mild Refill 450 ml,189.0,-0.0,Box,82123800.0,0.0,434517.4603174603,2022-05-31
FGB70062	,ZIZI Dish Wash Lime Refill 400 ml,10.0,-0.0,Box,1576800.0,0.0,157680.0,2022-05-31
FGB70063	,ZIZI Dish Wash Lime Refill 800 ml,8.0,-0.0,Box,1144800.0,0.0,143100.0,2022-05-31
FGB70041	,ZIZI Hand Sanitizer Liquid Food Grade Spray 100 ml,3.0,-0.0,Box,1549800.0,0.0,516600.0,2022-05-31
FGB70052	,ZIZI Hand Soap Strawberry 100 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-05-31
FGB70053	,ZIZI Hand Soap Strawberry 250 ml,1.0,-0.0,Box,288400.0,0.0,288400.0,2022-05-31
FGM80039	,ZIZI Massage Oil Citrus 100 ml (pcs),6.0,-0.0,pcs,157500.0,0.0,26250.0,2022-05-31
FGM80040	,ZIZI Massage Oil Lemongrass 100 ml (pcs),3.0,-0.0,pcs,78750.0,0.0,26250.0,2022-05-31
FGB80007	,ZIZI Parfum Kasturi 8 ml,1.0,-0.0,Box,240000.0,0.0,240000.0,2022-05-31
FGB70059	,ZIZI Shampoo Anti Dandruff 200 ml,7.0,-0.0,Box,4351200.0,0.0,621600.0,2022-05-31
FGB70060	,ZIZI Shampoo Anti Dandruff 500 ml,0.0,-0.0,Box,0.0,0.0,0.0,2022-05-31
FGB70058	,ZIZI Shampoo Anti Dandruff 70 ml,5.0,-0.0,Box,2394000.0,0.0,478800.0,2022-05-31
FGB80008	,ZIZI Toothpaste 120 gr,13.079,-0.0,Box,9513403.2,0.0,727380.01376252,2022-05-31
